id,name,account,card,features,news
253,Samantha,"{'id': 260, 'number': '00006-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 247, 'number': '**** **** 4956 2222', 'limit': 1000.0}",[],"[{'id': 708, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 709, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1203, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Samantha, pensando mais a longo prazo, o novo modelo estrutural aqui preconizado faz parte de um processo de gerenciamento de alternativas às soluções ortodoxas. '}]"
254,Paulo,"{'id': 261, 'number': '00007-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 248, 'number': '**** **** 4956 3333', 'limit': 1000.0}",[],"[{'id': 710, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 711, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1204, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Paulo, ainda assim, existem dúvidas a respeito de como o julgamento imparcial das eventualidades é uma das consequências do fluxo de informações. '}]"
255,Angelica,"{'id': 262, 'number': '00008-4', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 249, 'number': '**** **** 4956 4444', 'limit': 1000.0}",[],"[{'id': 712, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 713, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1205, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Angelica, do mesmo modo, a crescente influência da mídia aponta para a melhoria das posturas dos órgãos dirigentes com relação às suas atribuições. '}]"
256,João,"{'id': 263, 'number': '0007-1', 'agency': '0001', 'balance': 0.0, 'limit': 400.0}","{'id': 250, 'number': '4321 1234 2314', 'limit': 1000.0}","[{'id': 76, 'icon': 'string', 'description': 'string'}]","[{'id': 189, 'icon': 'string', 'description': 'string'}, {'id': 714, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 715, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1206, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'João, o cuidado em identificar pontos críticos na consolidação das estruturas auxilia a preparação e a composição das novas proposições. '}]"
257,José Luíz,"{'id': 264, 'number': '0008-1', 'agency': '0001', 'balance': 0.0, 'limit': 400.0}","{'id': 251, 'number': '5555 1234 2314', 'limit': 1000.0}","[{'id': 77, 'icon': 'string', 'description': 'string'}]","[{'id': 190, 'icon': 'string', 'description': 'string'}, {'id': 716, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 717, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1207, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'José Luíz, no entanto, não podemos esquecer que a revolução dos costumes deve passar por modificações independentemente do remanejamento dos quadros funcionais. '}]"
258,Pyter,"{'id': 265, 'number': '00022-2', 'agency': '0001', 'balance': 0.0, 'limit': 250.0}","{'id': 252, 'number': '**** **** **** 1221', 'limit': 550.0}",[],"[{'id': 718, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 719, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1208, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyter, as experiências acumuladas demonstram que o entendimento das metas propostas oferece uma interessante oportunidade para verificação dos métodos utilizados na avaliação de resultados. '}]"
259,Rapha,"{'id': 266, 'number': '00051-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 253, 'number': '**** **** **** 5982', 'limit': 1000.0}",[],"[{'id': 720, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 721, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1209, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Rapha, do mesmo modo, o surgimento do comércio virtual desafia a capacidade de equalização das novas proposições. '}]"
260,Andre,"{'id': 267, 'number': '1578 1578 3245 1234', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 254, 'number': '1369 7523 7523 7895', 'limit': 600.0}","[{'id': 78, 'icon': 'Santander', 'description': 'Santander Dev Week'}]","[{'id': 222, 'icon': 'Santander 2.0', 'description': 'Santander test'}, {'id': 722, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 723, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1210, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Andre, neste sentido, a expansão dos mercados mundiais auxilia a preparação e a composição das condições inegavelmente apropriadas. '}]"
261,Arthur,"{'id': 268, 'number': '35753-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 255, 'number': '**** **** **** 5795', 'limit': 600.0}","[{'id': 79, 'icon': 'Santander', 'description': 'Santander Dev Week'}]","[{'id': 223, 'icon': 'Santander 2.0', 'description': 'Santander test'}, {'id': 724, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 725, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1211, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Arthur, o incentivo ao avanço tecnológico, assim como a consulta aos diversos militantes desafia a capacidade de equalização das formas de ação. '}]"
262,Jorge,"{'id': 269, 'number': '3795-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 256, 'number': '**** **** **** 2796', 'limit': 600.0}","[{'id': 80, 'icon': 'Santander', 'description': 'Santander Dev Week'}]","[{'id': 224, 'icon': 'Santander 2.0', 'description': 'Santander test'}, {'id': 726, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 727, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1212, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jorge, por conseguinte, o fenômeno da internet pode nos levar a considerar a reestruturação dos relacionamentos verticais entre as hierarquias. '}]"
263,Pyterson,"{'id': 270, 'number': '00421-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 257, 'number': '1*** **** **** 1234', 'limit': 1000.0}",[],"[{'id': 225, 'icon': None, 'description': 'teste mensagem'}, {'id': 728, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 729, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1213, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson, acima de tudo, é fundamental ressaltar que a expansão dos mercados mundiais causa impacto indireto na reavaliação dos modos de operação convencionais. '}]"
264,Pip,"{'id': 271, 'number': '00521-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 258, 'number': '2*** **** **** 1234', 'limit': 1000.0}",[],"[{'id': 226, 'icon': None, 'description': 'teste mensagem'}, {'id': 730, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 731, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1214, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pip, pensando mais a longo prazo, a percepção das dificuldades possibilita uma melhor visão global do sistema de participação geral. '}]"
265,Pep,"{'id': 272, 'number': '00621-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 259, 'number': '6*** **** **** 1234', 'limit': 1000.0}",[],"[{'id': 227, 'icon': None, 'description': 'teste mensagem'}, {'id': 732, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 733, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1215, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pep, por conseguinte, o consenso sobre a necessidade de qualificação apresenta tendências no sentido de aprovar a manutenção do impacto na agilidade decisória. '}]"
266,Pyterson,"{'id': 273, 'number': '02201-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 260, 'number': '**** **** **** 2321', 'limit': 1000.0}",[],"[{'id': 838, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': None}, {'id': 839, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro!'}, {'id': 840, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no futuro, garanta sua segurança financeira! #Investimentos'}, {'id': 841, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para prosperar! #SucessoNosInvestimentos'}, {'id': 842, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para alcançar seus objetivos.'}, {'id': 843, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje e colha os frutos amanhã! 💼💰'}, {'id': 844, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para prosperar! #sucesso'}, {'id': 845, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para garantir seu futuro!'}, {'id': 851, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista em você mesmo.'}, {'id': 852, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Seja paciente e disciplinado.'}, {'id': 1216, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson, caros amigos, o desafiador cenário globalizado facilita a criação do sistema de participação geral. '}]"
267,Pip,"{'id': 274, 'number': '02401-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 261, 'number': '**** **** **** 2221', 'limit': 1000.0}",[],"[{'id': 830, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': None}, {'id': 831, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista agora e garanta seu futuro financeiro!'}, {'id': 832, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista em seu futuro, Pip! 📈💰 #SucessoNosInvestimentos'}, {'id': 833, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro: invista hoje!'}, {'id': 834, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu futuro.'}, {'id': 835, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para o futuro! #FuturoFinanceiro'}, {'id': 836, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã.'}, {'id': 837, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã!'}, {'id': 849, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'O tempo é o seu melhor amigo na hora de investir.'}, {'id': 850, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'O tempo é o seu melhor amigo na hora de investir.'}, {'id': 1217, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pip, o cuidado em identificar pontos críticos na determinação clara de objetivos ainda não demonstrou convincentemente que vai participar na mudança das novas proposições. '}]"
268,Pep,"{'id': 275, 'number': '02501-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 262, 'number': '**** **** **** 2231', 'limit': 1000.0}",[],"[{'id': 738, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 739, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 846, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Faça sua pesquisa antes de investir.'}, {'id': 847, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Faça sua pesquisa antes de investir.'}, {'id': 848, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Comece com pouco.'}, {'id': 1218, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pep, evidentemente, o surgimento do comércio virtual aponta para a melhoria dos índices pretendidos. '}]"
269,Eneilton,"{'id': 276, 'number': '12125-9', 'agency': '0001', 'balance': 0.0, 'limit': 1500.0}","{'id': 263, 'number': '**** **** **** 999', 'limit': 1500.0}",[],"[{'id': 740, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 741, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1219, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eneilton, o incentivo ao avanço tecnológico, assim como o fenômeno da internet faz parte de um processo de gerenciamento do impacto na agilidade decisória. '}]"
270,Lucas,"{'id': 277, 'number': '00460-0', 'agency': '0001', 'balance': 5000.0, 'limit': 2000.0}","{'id': 264, 'number': '**** **** 0460 0000', 'limit': 2000.0}",[],"[{'id': 228, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Lucas, movimente seu saldo, invista e faça seu dinheiro render!'}, {'id': 229, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista agora e faça seu dinheiro crescer! Não deixe o saldo parado!'}, {'id': 742, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 743, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1220, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Lucas, podemos já vislumbrar o modo pelo qual o início da atividade geral de formação de atitudes faz parte de um processo de gerenciamento do impacto na agilidade decisória. '}]"
271,Mateus,"{'id': 278, 'number': '00461-1', 'agency': '0001', 'balance': 0.0, 'limit': 400.0}","{'id': 265, 'number': '**** **** 0460 0001', 'limit': 400.0}",[],"[{'id': 230, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Mateus! Saldo zerado em sua conta. Que tal fazer um depósito e começar a investir? 💰'}, {'id': 231, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Deposite agora e invista para aumentar seu saldo! #Oportunidade'}, {'id': 744, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 745, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1221, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mateus, todavia, a necessidade de renovação processual prepara-nos para enfrentar situações atípicas decorrentes dos métodos utilizados na avaliação de resultados. '}]"
272,Gustavo,"{'id': 279, 'number': '00462-2', 'agency': '0001', 'balance': 45000.0, 'limit': 5000.0}","{'id': 266, 'number': '**** **** 0460 0002', 'limit': 3422.0}",[],"[{'id': 232, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista agora! Faça seu dinheiro render!'}, {'id': 233, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Faça seu dinheiro trabalhar! Invista e cresça.'}, {'id': 746, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 747, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1222, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gustavo, ainda assim, existem dúvidas a respeito de como a necessidade de renovação processual acarreta um processo de reformulação e modernização das condições financeiras e administrativas exigidas. '}]"
273,Rodrigo,"{'id': 280, 'number': '00463-3', 'agency': '0001', 'balance': 0.0, 'limit': 2000.0}","{'id': 267, 'number': '**** **** 0460 0003', 'limit': 800.0}",[],"[{'id': 234, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Rodrigo, conta sem saldo. Faça um depósito e invista!'}, {'id': 748, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 749, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1223, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Rodrigo, o empenho em analisar a mobilidade dos capitais internacionais exige a precisão e a definição das novas proposições. '}]"
274,Paulo César,"{'id': 281, 'number': '00460-4', 'agency': '0001', 'balance': -400.0, 'limit': 2000.0}","{'id': 268, 'number': '**** **** 0460 0004', 'limit': 0.0}",[],"[{'id': 235, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Regularize sua conta e abra caminho para investir!'}, {'id': 750, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 751, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1224, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Paulo César, desta maneira, a contínua expansão de nossa atividade faz parte de um processo de gerenciamento do levantamento das variáveis envolvidas. '}]"
278,Daniel,"{'id': 282, 'number': '03401-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 269, 'number': '2222 4444 5555 1111', 'limit': 1000.0}",[],"[{'id': 752, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 753, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1225, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Daniel, ainda assim, existem dúvidas a respeito de como o aumento do diálogo entre os diferentes setores produtivos maximiza as possibilidades por conta do retorno esperado a longo prazo. '}]"
279,Mike,"{'id': 283, 'number': '03401-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 270, 'number': '2222 4444 5555 2222', 'limit': 1000.0}",[],"[{'id': 754, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 755, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1226, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mike, a nível organizacional, a determinação clara de objetivos obstaculiza a apreciação da importância dos conhecimentos estratégicos para atingir a excelência. '}]"
280,Lollita,"{'id': 284, 'number': '03404-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 271, 'number': '2222 4444 5555 3333', 'limit': 1000.0}",[],"[{'id': 756, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 757, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1227, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Lollita, desta maneira, a estrutura atual da organização maximiza as possibilidades por conta do levantamento das variáveis envolvidas. '}]"
281,Lollita,"{'id': 285, 'number': '03494-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 272, 'number': '**** **** **** 3463', 'limit': 1000.0}",[],"[{'id': 758, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 759, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1228, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Lollita, gostaria de enfatizar que a competitividade nas transações comerciais não pode mais se dissociar do impacto na agilidade decisória. '}, {'id': 1319, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro hoje mesmo!'}]"
282,Daniel F.,"{'id': 286, 'number': '07494-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 273, 'number': '**** **** **** 3487', 'limit': 1000.0}",[],"[{'id': 760, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 761, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1229, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Daniel F., neste sentido, o consenso sobre a necessidade de qualificação facilita a criação das diretrizes de desenvolvimento para o futuro. '}, {'id': 1320, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro hoje mesmo!'}]"
283,Mike F.,"{'id': 287, 'number': '07499-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 274, 'number': '**** **** **** 3997', 'limit': 1000.0}",[],"[{'id': 762, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 763, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1230, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mike F., neste sentido, a consulta aos diversos militantes possibilita uma melhor visão global do retorno esperado a longo prazo. '}, {'id': 1321, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro hoje mesmo!'}]"
284,Astolfo,"{'id': 288, 'number': '0024-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 275, 'number': '**** **** **** 0011', 'limit': 1000.0}",[],"[{'id': 764, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 765, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1231, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Astolfo, é importante questionar o quanto a determinação clara de objetivos afeta positivamente a correta previsão do retorno esperado a longo prazo. '}]"
285,Payet,"{'id': 289, 'number': '0124-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 276, 'number': '**** **** **** 0013', 'limit': 1000.0}",[],"[{'id': 766, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 767, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1232, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Payet, o cuidado em identificar pontos críticos na crescente influência da mídia exige a precisão e a definição de alternativas às soluções ortodoxas. '}]"
